ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,4191346,AF087659,O95298,NDUC2_HUMAN,,NDUFC2,NDUFC2,HGNC:7706,Human,DB01136
O15403,Monocarboxylate transporter 7,SLC16A6,2463632,U79745,O15403,MOT7_HUMAN,,SLC16A6,SLC16A6,HGNC:10927,Human,DB00119
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,506338,D30648,P31040,DHSA_HUMAN,,SDHA,SDHA,HGNC:10680,Human,DB00139
Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,,SCN10A,SCN10A,HGNC:10582,Human,DB00281; DB00296; DB00297; DB00473; DB00527; DB00645; DB00721; DB00807; DB00892; DB00907; DB00961; DB01002; DB01086; DB01161; DB01173; DB06218
P36021,Monocarboxylate transporter 8,SLC16A2,458255,U05321,P36021,MOT8_HUMAN,,SLC16A2,SLC16A2,HGNC:10923,Human,DB00119
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2,1041195,U09648,P23786,CPT2_HUMAN,,CPT2,CPT2,HGNC:2330,Human,DB00583; DB01074
P00367,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,31707,X07674,P00367,DHE3_HUMAN,,GLUD1,GLUD1,HGNC:4335,Human,DB00756
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,3420185,AF043731,O76074,PDE5A_HUMAN,,PDE5A,PDE5A,HGNC:8784,Human,DB00203; DB00277; DB00806; DB00820; DB00862; DB00975; DB06237; DB06267
P48637,Glutathione synthetase,GSS,886284,L42531,P48637,GSHB_HUMAN,,GSS,GSS,HGNC:4624,Human,DB00143; DB00145; DB00151; DB06151
P0A674,DNA-directed RNA polymerase subunit beta',rpoC,2143292,BX842574,P0A674,RPOC_MYCTU,,,,,Mycobacterium tuberculosis,DB01201
P45381,Aspartoacylase,ASPA,455834,S67156,P45381,ACY2_HUMAN,,ASPA,ASPA,HGNC:756,Human,DB00128
P07814,Bifunctional glutamate/proline--tRNA ligase,EPRS,31958,X54326,P07814,SYEP_HUMAN,,EPRS,EPRS,HGNC:3418,Human,DB00172
Q8WTV0,Scavenger receptor class B member 1,SCARB1,397607,Z22555,Q8WTV0,SCRB1_HUMAN,,SCARB1,SCARB1,HGNC:1664,Human,DB00144
P37088,Amiloride-sensitive sodium channel subunit alpha,SCNN1A,452650,X76180,P37088,SCNNA_HUMAN,,SCNN1A,SCNN1A,HGNC:10599,Human,DB00384; DB00594
Q9UI33,Sodium channel protein type 11 subunit alpha,SCN11A,6572950,AF188679,Q9UI33,SCNBA_HUMAN,,SCN11A,SCN11A,HGNC:10583,Human,DB00907; DB00909
P14061,Estradiol 17-beta-dehydrogenase 1,HSD17B1,23365,X13440,P14061,DHB1_HUMAN,,HSD17B1,HSD17B1,HGNC:5210,Human,DB02187
O15374,Monocarboxylate transporter 5,SLC16A4,2463628,U59185,O15374,MOT5_HUMAN,,SLC16A4,SLC16A4,HGNC:10925,Human,DB00119
Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,,SCN5A,SCN5A,HGNC:10593,Human,DB00192; DB00243; DB00252; DB00280; DB00281; DB00379; DB00473; DB00527; DB00564; DB00661; DB00680; DB00740; DB00750; DB00754; DB00776; DB00868; DB00907; DB00908; DB00909; DB01035; DB01056; DB01182; DB01195; DB01228; DB01320; DB01346; DB01426; DB01429
Q15046,Lysine--tRNA ligase,KARS,505108,D31890,Q15046,SYK_HUMAN,,KARS,KARS,HGNC:6215,Human,DB00123
P18858,DNA ligase 1,LIG1,187143,M36067,P18858,DNLI1_HUMAN,,LIG1,LIG1,HGNC:6598,Human,DB00290
Q9Y619,Mitochondrial ornithine transporter 1,SLC25A15,5565862,AF112968,Q9Y619,ORNT1_HUMAN,,SLC25A15,SLC25A15,HGNC:10985,Human,DB00129
Q13564,NEDD8-activating enzyme E1 regulatory subunit,NAE1,1314560,U50939,Q13564,ULA1_HUMAN,,APPBP1,APPBP1,HGNC:621,Human,DB00171
P30968,Gonadotropin-releasing hormone receptor,GNRHR,183422,L03380,P30968,GNRHR_HUMAN,,GNRHR,GNRHR,HGNC:4421,Human,DB00007; DB00014; DB00050; DB00106; DB00644; DB00666; DB01406; DB06699; DB06719; DB06825
Q15031,"Probable leucine--tRNA ligase, mitochondrial",LARS2,40788954,D21851,Q15031,SYLM_HUMAN,,LARS2,LARS2,HGNC:17095,Human,DB00149
P09619,Platelet-derived growth factor receptor beta,PDGFRB,189732,J03278,P09619,PGFRB_HUMAN,,PDGFRB,PDGFRB,HGNC:8804,Human,DB00102; DB00398; DB00619; DB01254; DB01268; DB06589; DB08896
P10826,Retinoic acid receptor beta,RARB,35883,X07282,P10826,RARB_HUMAN,,RARB,RARB,HGNC:9865,Human,DB00210; DB00459; DB00523; DB00799; DB04942
Q09428,ATP-binding cassette sub-family C member 8,ABCC8,1374919,L78243,Q09428,ABCC8_HUMAN,,ABCC8,ABCC8,HGNC:59,Human,DB00171; DB00222; DB00672; DB00731; DB00912; DB01016; DB01067; DB01120; DB01124; DB01251; DB01252; DB01382
O95069,Potassium channel subfamily K member 2,KCNK2,5712621,AF129399,O95069,KCNK2_HUMAN,,KCNK2,KCNK2,HGNC:6277,Human,DB00204; DB04855
P00747,Plasminogen,PLG,387026,X05199,P00747,PLMN_HUMAN,,PLG,PLG,HGNC:9071,Human,DB00009; DB00013; DB00015; DB00029; DB00031; DB00086; DB00302; DB00513; DB06692
P30825,High affinity cationic amino acid transporter 1,SLC7A1,36161,X59155,P30825,CTR1_HUMAN,,SLC7A1,SLC7A1,HGNC:11057,Human,DB00123; DB00125; DB00129
P37231,Peroxisome proliferator-activated receptor gamma,PPARG,1711117,U79012,P37231,PPARG_HUMAN,,PPARG,PPARG,HGNC:9236,Human,DB00159; DB00244; DB00328; DB00412; DB00731; DB00795; DB00912; DB00966; DB01014; DB01050; DB01067; DB01132; DB01252; DB01393
P00742,Coagulation factor X,F10,182841,K03194,P00742,FA10_HUMAN,,F10,F10,HGNC:3528,Human,DB00025; DB00036; DB00100; DB00170; DB00569; DB01109; DB01225; DB06228; DB06605; DB09075
Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,3892594,AJ225028,Q9UBS5,GABR1_HUMAN,,GABBR1,GABBR1,HGNC:4070,Human,DB00181; DB00837; DB01080
P98194,Calcium-transporting ATPase type 2C member 1,ATP2C1,6715131,AF181120,P98194,AT2C1_HUMAN,,ATP2C1,ATP2C1,HGNC:13211,Human,DB00228; DB00753; DB01028; DB01159; DB01189; DB01236
P08243,Asparagine synthetase [glutamine-hydrolyzing],ASNS,179100,M27396,P08243,ASNS_HUMAN,,ASNS,ASNS,HGNC:753,Human,DB00128; DB00171; DB00174
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,190818,J02888,P16083,NQO2_HUMAN,,NQO2,NQO2,HGNC:7856,Human,DB00170; DB01065; DB01087; DB03147
P12821,Angiotensin-converting enzyme,ACE,178286,J04144,P12821,ACE_HUMAN,,ACE,ACE,HGNC:2707,Human,DB00178; DB00492; DB00519; DB00542; DB00584; DB00616; DB00691; DB00722; DB00790; DB00881; DB01180; DB01197; DB01340; DB01348
P26640,Valine--tRNA ligase,VARS,31545,X59303,P26640,SYVC_HUMAN,,VARS,VARS,HGNC:12651,Human,DB00161
P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,189498,M77836,P32322,P5CR1_HUMAN,,PYCR1,PYCR1,HGNC:9721,Human,DB00172
P07327,Alcohol dehydrogenase 1A,ADH1A,178092,M12271,P07327,ADH1A_HUMAN,,ADH1A,ADH1A,HGNC:249,Human,DB01213
P23381,"Tryptophan--tRNA ligase, cytoplasmic",WARS,184657,M77804,P23381,SYWC_HUMAN,,WARS,WARS,HGNC:12729,Human,DB00150
P54710,Sodium/potassium-transporting ATPase subunit gamma,FXYD2,1575004,U50743,P54710,ATNG_HUMAN,,FXYD2,FXYD2,HGNC:4026,Human,DB00606
P54577,"Tyrosine--tRNA ligase, cytoplasmic",YARS,1184699,U40714,P54577,SYYC_HUMAN,,YARS,YARS,HGNC:12840,Human,DB00135
P55157,Microsomal triglyceride transfer protein large subunit,MTTP,414669,X75500,P55157,MTP_HUMAN,,MTTP,MTTP,HGNC:7467,Human,DB01094; DB08827
P10613,Lanosterol 14-alpha demethylase,ERG11,578119,X13296,P10613,CP51_CANAL,,,,,Yeast,DB00196; DB00239; DB00251; DB00257; DB00582; DB01007; DB01026; DB01110; DB01127; DB01153; DB01263; DB04794; DB08933
P26639,"Threonine--tRNA ligase, cytoplasmic",TARS,1464742,M63180,P26639,SYTC_HUMAN,,TARS,TARS,HGNC:11572,Human,DB00156
O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,3559910,Y14494,O75746,CMC1_HUMAN,,SLC25A12,SLC25A12,HGNC:10982,Human,DB00128
Q15758,Neutral amino acid transporter B(0),SLC1A5,1478281,U53347,Q15758,AAAT_HUMAN,,SLC1A5,SLC1A5,HGNC:10943,Human,DB00174
P20061,Transcobalamin-1,TCN1,307479,J05068,P20061,TCO1_HUMAN,,TCN1,TCN1,HGNC:11652,Human,DB00200
P06858,Lipoprotein lipase,LPL,307138,M15856,P06858,LIPL_HUMAN,,LPL,LPL,HGNC:6677,Human,DB05269; DB06439
P05121,Plasminogen activator inhibitor 1,SERPINE1,35272,X04429,P05121,PAI1_HUMAN,,SERPINE1,SERPINE1,HGNC:8583,Human,DB00009; DB00013; DB00015; DB00029; DB00031; DB00055
P29275,Adenosine receptor A2b,ADORA2B,178150,M97759,P29275,AA2BR_HUMAN,,ADORA2B,ADORA2B,HGNC:264,Human,DB00277; DB00640; DB00824; DB04932
P10109,"Adrenodoxin, mitochondrial",FDX1,557734,M23668,P10109,ADX_HUMAN,,FDX1,FDX1,HGNC:3638,Human,DB00648
P10415,Apoptosis regulator Bcl-2,BCL2,179367,M13994,P10415,BCL2_HUMAN,,BCL2,BCL2,HGNC:990,Human,DB01050; DB01229; DB01248; DB01367
P08912,Muscarinic acetylcholine receptor M5,CHRM5,177988,M80333,P08912,ACM5_HUMAN,,CHRM5,CHRM5,HGNC:1954,Human,DB00246; DB00321; DB00334; DB00340; DB00363; DB00376; DB00408; DB00420; DB00458; DB00496; DB00540; DB00572; DB00622; DB00715; DB00725; DB00747; DB00777; DB00785; DB00835; DB00934; DB01036; DB01069; DB01142; DB01151; DB01224; DB01238; DB01239; DB01403; DB01591; DB06702; DB08897; DB09076
P09917,Arachidonate 5-lipoxygenase,ALOX5,187193,J03600,P09917,LOX5_HUMAN,,ALOX5,ALOX5,HGNC:435,Human,DB00163; DB00179; DB00233; DB00244; DB00471; DB00586; DB00711; DB00744; DB00795; DB00939; DB01014; DB01017
P30531,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,31658,X54673,P30531,SC6A1_HUMAN,,SLC6A1,SLC6A1,HGNC:11042,Human,DB00906
P00491,Purine nucleoside phosphorylase,PNP,35565,X00737,P00491,PNPH_HUMAN,,NP,NP,HGNC:7892,Human,DB00242; DB00900
P14679,Tyrosinase,TYR,340037,M27160,P14679,TYRO_HUMAN,,TYR,TYR,HGNC:12442,Human,DB00548; DB00600; DB01055
P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,602705,L32961,P80404,GABT_HUMAN,,ABAT,ABAT,HGNC:23,Human,DB00119; DB00160; DB00313; DB00780; DB01080
Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800,AJ224515,Q9Y478,AAKB1_HUMAN,,PRKAB1,PRKAB1,HGNC:9378,Human,DB00131; DB00331
P10745,Retinol-binding protein 3,RBP3,186541,M33875,P10745,RET3_HUMAN,,RBP3,RBP3,HGNC:9921,Human,DB00162
O76054,SEC14-like protein 2,SEC14L2,5596693,AL096881,O76054,S14L2_HUMAN,,SEC14L2,SEC14L2,HGNC:10699,Human,DB00163
P0A8V2,DNA-directed RNA polymerase subunit beta,rpoB,42818,V00339,P0A8V2,RPOB_ECOLI,,,,,Escherichia coli (strain K12),DB00615; DB01045; DB01220
Q9BXI2,Mitochondrial ornithine transporter 2,SLC25A2,13445628,AF332005,Q9BXI2,ORNT2_HUMAN,,SLC25A2,SLC25A2,HGNC:22921,Human,DB00129
P15291,"Beta-1,4-galactosyltransferase 1",B4GALT1,29424,X14085,P15291,B4GT1_HUMAN,,B4GALT1,B4GALT1,HGNC:924,Human,DB00141
P49902,Cytosolic purine 5'-nucleotidase,NT5C2,633071,D38524,P49902,5NTC_HUMAN,,NT5C2,NT5C2,HGNC:8022,Human,DB00171; DB00811
P35354,Prostaglandin G/H synthase 2,PTGS2,291988,L15326,P35354,PGH2_HUMAN,,PTGS2,PTGS2,HGNC:9605,Human,DB00154; DB00159; DB00233; DB00244; DB00316; DB00328; DB00461; DB00465; DB00469; DB00480; DB00482; DB00500; DB00554; DB00573; DB00586; DB00605; DB00712; DB00749; DB00784; DB00788; DB00795; DB00812; DB00814; DB00821; DB00861; DB00870; DB00936; DB00939; DB00945; DB00963; DB00991; DB01009; DB01014; DB01041; DB01050; DB01283; DB01397; DB01398; DB01399; DB01401; DB01404; DB01419; DB01435; DB01600; DB01628; DB04552; DB04743; DB06725; DB06802; DB08439; DB08910
P29474,"Nitric oxide synthase, endothelial",NOS3,189212,M93718,P29474,NOS3_HUMAN,,NOS3,NOS3,HGNC:7876,Human,DB00125; DB00155; DB00360; DB01110
Q04771,Activin receptor type-1,ACVR1,338219,L02911,Q04771,ACVR1_HUMAN,,ACVR1,ACVR1,HGNC:171,Human,DB00171
P08473,Neprilysin,MME,34758,X07166,P08473,NEP_HUMAN,,MME,MME,HGNC:7154,Human,DB00616
P00915,Carbonic anhydrase 1,CA1,29600,X05014,P00915,CAH1_HUMAN,,CA1,CA1,HGNC:1368,Human,DB00232; DB00381; DB00423; DB00436; DB00562; DB00606; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00999; DB01021; DB01031; DB01119; DB01144; DB01194; DB01325
P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2,35071,X16396,P13995,MTDC_HUMAN,,MTHFD2,MTHFD2,HGNC:7434,Human,DB00116
Q08828,Adenylate cyclase type 1,ADCY1,41472630,AC069008,Q08828,ADCY1_HUMAN,,ADCY1,ADCY1,HGNC:232,Human,DB00131; DB00171
P00797,Renin,REN,190994,L00073,P00797,RENI_HUMAN,,REN,REN,HGNC:9958,Human,DB00212; DB09026
P14207,Folate receptor beta,FOLR2,1655592,X69516,P14207,FOLR2_HUMAN,,FOLR2,FOLR2,HGNC:3793,Human,DB00158
P07766,T-cell surface glycoprotein CD3 epsilon chain,CD3E,469945,X03884,P07766,CD3E_HUMAN,,CD3E,CD3E,HGNC:1674,Human,DB00075
Q9Y666,Solute carrier family 12 member 7,SLC12A7,5106521,AF105365,Q9Y666,S12A7_HUMAN,,SLC12A7,SLC12A7,HGNC:10915,Human,DB00761
Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,22002963,AJ496569,Q9UJS0,CMC2_HUMAN,,SLC25A13,SLC25A13,HGNC:10983,Human,DB00128
P0A7S3,30S ribosomal protein S12,rpsL,43010,V00355,P0A7S3,RS12_ECOLI,,,,,Escherichia coli (strain K12),DB00452; DB00479; DB00560; DB00684; DB00798; DB00919; DB00955; DB00994; DB01082; DB01172; DB06696
P01008,Antithrombin-III,SERPINC1,179161,M21642,P01008,ANT3_HUMAN,,SERPINC1,SERPINC1,HGNC:775,Human,DB00407; DB00569; DB01109; DB01225; DB06271; DB06779; DB06822; DB08813
P55011,Solute carrier family 12 member 2,SLC12A2,903682,U30246,P55011,S12A2_HUMAN,,SLC12A2,SLC12A2,HGNC:10911,Human,DB00761; DB00887; DB01325
P16502,RNA-directed RNA polymerase catalytic subunit,PB1,324960,M25932,P16502,RDRP_I56A0,,,,,Influenza A virus (strain A/Beijing/11/1956 H1N1),DB00811
P10875,Tubulin beta chain,TUB2,170938,M19398,P10875,TBB_CANAX,,,,,Yeast,DB00400
Q99624,Sodium-coupled neutral amino acid transporter 3,SLC38A3,10242111,AF244548,Q99624,S38A3_HUMAN,,SLC38A3,SLC38A3,HGNC:18044,Human,DB00117; DB00174
P05089,Arginase-1,ARG1,178995,M14502,P05089,ARGI1_HUMAN,,ARG1,ARG1,HGNC:663,Human,DB00129
P08913,Alpha-2A adrenergic receptor,ADRA2A,178196,M23533,P08913,ADA2A_HUMAN,,ADRA2A,ADRA2A,HGNC:281,Human,DB00246; DB00248; DB00268; DB00320; DB00321; DB00334; DB00363; DB00368; DB00370; DB00397; DB00408; DB00413; DB00449; DB00457; DB00484; DB00543; DB00575; DB00589; DB00629; DB00633; DB00656; DB00668; DB00692; DB00696; DB00697; DB00714; DB00726; DB00734; DB00751; DB00797; DB00800; DB00852; DB00865; DB00925; DB00935; DB00964; DB00968; DB01018; DB01136; DB01142; DB01149; DB01186; DB01200; DB01224; DB01238; DB01267; DB01363; DB01392; DB01403; DB01577; DB01608; DB01624; DB04855; DB04948; DB06148; DB06216; DB06262; DB06623; DB06694; DB06711; DB08815
Q5T1J1,"HCG20471, isoform CRA_c",OPRS1,123231939,AL450283,Q5T1J1,Q5T1J1_HUMAN,,OPRS1,OPRS1,HGNC:8157,Human,DB00514; DB00704
P08908,5-hydroxytryptamine receptor 1A,HTR1A,189928,M28269,P08908,5HT1A_HUMAN,,HTR1A,HTR1A,HGNC:5286,Human,DB00216; DB00246; DB00247; DB00248; DB00268; DB00315; DB00321; DB00334; DB00363; DB00408; DB00413; DB00458; DB00477; DB00490; DB00540; DB00543; DB00571; DB00589; DB00656; DB00669; DB00696; DB00714; DB00726; DB00734; DB00866; DB00904; DB00952; DB00960; DB00988; DB01142; DB01149; DB01151; DB01186; DB01200; DB01224; DB01238; DB01267; DB01359; DB01392; DB01614; DB01616; DB01618; DB01621; DB01622; DB04908; DB04946; DB05271; DB06148; DB06216; DB06684; DB08807; DB08810; DB08815; DB09128
P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,746436,U23143,P34897,GLYM_HUMAN,,SHMT2,SHMT2,HGNC:10852,Human,DB00116; DB00145
P30518,Vasopressin V2 receptor,AVPR2,28418,U04357,P30518,V2R_HUMAN,,AVPR2,AVPR2,HGNC:897,Human,DB00035; DB00067; DB00872; DB02638; DB06212
P49588,"Alanine--tRNA ligase, cytoplasmic",AARS,1015321,D32050,P49588,SYAC_HUMAN,,AARS,AARS,HGNC:20,Human,DB00160
Q13258,Prostaglandin D2 receptor,PTGDR,940379,U31332,Q13258,PD2R_HUMAN,,PTGDR,PTGDR,HGNC:9591,Human,DB00716
P06715,Glutathione reductase,gor,146248,M13141,P06715,GSHR_ECOLI,,,,,Escherichia coli (strain K12),DB00336; DB03147
P09455,Retinol-binding protein 1,RBP1,190948,M11433,P09455,RET1_HUMAN,,RBP1,RBP1,HGNC:9919,Human,DB00162; DB00459
P00807,Beta-lactamase,blaZ,581568,X04121,P00807,BLAC_STAAU,,,,,Staphylococcus aureus,DB00766; DB01598
Q02641,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,179806,M92303,Q02641,CACB1_HUMAN,,CACNB1,CACNB1,HGNC:1401,Human,DB00308; DB00393; DB00653; DB00661; DB00898; DB04855
P31153,S-adenosylmethionine synthase isoform type-2,MAT2A,36327,X68836,P31153,METK2_HUMAN,,MAT2A,MAT2A,HGNC:6904,Human,DB00118
P00480,"Ornithine carbamoyltransferase, mitochondrial",OTC,189407,K02100,P00480,OTC_HUMAN,,OTC,OTC,HGNC:8512,Human,DB00129; DB00155
P04293,DNA polymerase catalytic subunit,UL30,59530,X14112,P04293,DPOL_HHV11,,,,,HHV-1,DB00299; DB00426; DB00529; DB00577; DB00787; DB01004
O14727,Apoptotic protease-activating factor 1,APAF1,2330015,AF013263,O14727,APAF_HUMAN,,APAF1,APAF1,HGNC:576,Human,DB00171
P46098,5-hydroxytryptamine receptor 3A,HTR3A,681914,D49394,P46098,5HT3A_HUMAN,,HTR3A,HTR3A,HGNC:5297,Human,DB00246; DB00333; DB00334; DB00363; DB00370; DB00377; DB00408; DB00543; DB00604; DB00721; DB00726; DB00728; DB00757; DB00889; DB00898; DB00904; DB00969; DB01043; DB01161; DB01199; DB01224; DB01233; DB01238; DB06204
P24024,Protein P,P,329670,M32138,P24024,DPOL_HBVD2,,,,,HBV-D,DB00718
P10828,Thyroid hormone receptor beta,THRB,31207,X04707,P10828,THB_HUMAN,,THRB,THRB,HGNC:11799,Human,DB00279; DB00451; DB00509; DB01583
P21549,Serine--pyruvate aminotransferase,AGXT,36582,X56092,P21549,SPYA_HUMAN,,AGXT,AGXT,HGNC:341,Human,DB00133; DB00145; DB00160
P47872,Secretin receptor,SCTR,662796,U20178,P47872,SCTR_HUMAN,,SCTR,SCTR,HGNC:10608,Human,DB00021
Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",MMAA,26006421,AF524846,Q8IVH4,MMAA_HUMAN,,MMAA,MMAA,HGNC:18871,Human,DB00115; DB00200
P00918,Carbonic anhydrase 2,CA2,179780,M77181,P00918,CAH2_HUMAN,,CA2,CA2,HGNC:1373,Human,DB00232; DB00273; DB00436; DB00562; DB00606; DB00695; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00999; DB01021; DB01031; DB01119; DB01144; DB01194; DB01325
P35520,Cystathionine beta-synthase,CBS,388716,L19501,P35520,CBS_HUMAN,,CBS,CBS,HGNC:1550,Human,DB00118; DB00133; DB00151
P04818,Thymidylate synthase,TYMS,37479,X02308,P04818,TYSY_HUMAN,,TYMS,TYMS,HGNC:12441,Human,DB00293; DB00322; DB00432; DB00440; DB00441; DB00544; DB00642; DB00650; DB01101; DB06813
P23921,Ribonucleoside-diphosphate reductase large subunit,RRM1,36065,X59543,P23921,RIR1_HUMAN,,RRM1,RRM1,HGNC:10451,Human,DB00242; DB00441; DB00631; DB01005; DB01073
P08620,Fibroblast growth factor 4,FGF4,386788,J02986,P08620,FGF4_HUMAN,,FGF4,FGF4,HGNC:3682,Human,DB00686
P49286,Melatonin receptor type 1B,MTNR1B,971194,U25341,P49286,MTR1B_HUMAN,,MTNR1B,MTNR1B,HGNC:7464,Human,DB00980; DB01065; DB06594; DB09071
P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,179475,M76665,P28845,DHI1_HUMAN,,HSD11B1,HSD11B1,HGNC:5208,Human,DB00635
P00374,Dihydrofolate reductase,DHFR,182724,J00140,P00374,DYR_HUMAN,,DHFR,DHFR,HGNC:2861,Human,DB00205; DB00440; DB00563; DB00642; DB00798; DB01131; DB01157; DB06813
P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1,307422,L11931,P34896,GLYC_HUMAN,,SHMT1,SHMT1,HGNC:10850,Human,DB00116; DB00145; DB01055
P0A5Y6,Enoyl-[acyl-carrier-protein] reductase [NADH],inhA,1524230,BX842576,P0A5Y6,INHA_MYCTU,,,,,Mycobacterium tuberculosis,DB00609; DB00951; DB08604
P08709,Coagulation factor VII,F7,182801,M13232,P08709,FA7_HUMAN,,F7,F7,HGNC:3544,Human,DB00036; DB00100; DB00170
P18314,Urease subunit alpha,ureC,149337,M36068,P18314,URE1_ENTAE,,,,,Enterobacter aerogenes,DB00551; DB05265
P00395,Cytochrome c oxidase subunit 1,MT-CO1,13006,V00662,P00395,COX1_HUMAN,,MT-CO1,MT-CO1,HGNC:7419,Human,DB02659
Q9UDX4,SEC14-like protein 3,SEC14L3,27803382,AY158086,Q9UDX4,S14L3_HUMAN,,SEC14L3,SEC14L3,HGNC:18655,Human,DB00163
Q9BXJ7,Protein amnionless,AMN,13507259,AF328788,Q9BXJ7,AMNLS_HUMAN,,AMN,AMN,HGNC:14604,Human,DB00200
P25098,Beta-adrenergic receptor kinase 1,ADRBK1,288308,X61157,P25098,ARBK1_HUMAN,,ADRBK1,ADRBK1,HGNC:289,Human,DB00171
P18825,Alpha-2C adrenergic receptor,ADRA2C,178194,J03853,P18825,ADA2C_HUMAN,,ADRA2C,ADRA2C,HGNC:283,Human,DB00246; DB00248; DB00268; DB00334; DB00363; DB00368; DB00370; DB00408; DB00413; DB00484; DB00575; DB00589; DB00668; DB00697; DB00714; DB00734; DB00797; DB00800; DB00925; DB00935; DB01136; DB01142; DB01186; DB01200; DB01224; DB01238; DB01267; DB01363; DB01392; DB01403; DB01577; DB04855; DB04946; DB06148; DB06216; DB06262; DB06694; DB08815; DB09128
P08546,DNA polymerase catalytic subunit,UL54,1780831,X17403,P08546,DPOL_HCMVA,,,,,HHV-5,DB00369; DB00529
P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,181342,M14564,P05093,CP17A_HUMAN,,CYP17A1,CYP17A1,HGNC:2593,Human,DB00396; DB05812
P16471,Prolactin receptor,PRLR,190362,M31661,P16471,PRLR_HUMAN,,PRLR,PRLR,HGNC:9446,Human,DB00052; DB01185
P39086,"Glutamate receptor ionotropic, kainate 1",GRIK1,455448,L19058,P39086,GRIK1_HUMAN,,GRIK1,GRIK1,HGNC:4579,Human,DB00273
P50440,"Glycine amidinotransferase, mitochondrial",GATM,545385,S68805,P50440,GATM_HUMAN,,GATM,GATM,HGNC:4175,Human,DB00129; DB00145
P20648,Potassium-transporting ATPase alpha chain 1,ATP4A,561634,J05451,P20648,ATP4A_HUMAN,,ATP4A,ATP4A,HGNC:819,Human,DB00213; DB00338; DB00448; DB00736; DB01129
Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2,8439651,AF263614,Q9NR19,ACSA_HUMAN,,ACSS2,ACSS2,HGNC:15814,Human,DB00131; DB00171
P19801,Amiloride-sensitive amine oxidase [copper-containing],ABP1,177960,M55602,P19801,AOC1_HUMAN,,ABP1,ABP1,HGNC:80,Human,DB00594
P78348,Acid-sensing ion channel 1,ACCN2,1871168,U78180,P78348,ASIC1_HUMAN,,ACCN2,ACCN2,HGNC:100,Human,DB00586; DB00594
P0DMS8,Adenosine receptor A3,ADORA3,349449,L20463,P0DMS8,AA3R_HUMAN,,ADORA3,ADORA3,HGNC:268,Human,DB00640; DB00824; DB01223
Q96I99,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,133777003,BC007716,Q96I99,SUCB2_HUMAN,,SUCLG2,SUCLG2,HGNC:11450,Human,DB00139
O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,,CACNA1A,CACNA1A,HGNC:1388,Human,DB00230; DB00661; DB00836; DB01244
Q9UM73,ALK tyrosine kinase receptor,"",2454168,U62540,Q9UM73,ALK_HUMAN,,ALK,ALK,HGNC:427,Human,DB00171; DB08865; DB09063
O95907,Monocarboxylate transporter 3,SLC16A8,6103363,AF132610,O95907,MOT3_HUMAN,,SLC16A8,SLC16A8,HGNC:16270,Human,DB00119
Q9Y2Z4,"Tyrosine--tRNA ligase, mitochondrial",YARS2,4680649,AF132939,Q9Y2Z4,SYYM_HUMAN,,YARS2,YARS2,HGNC:24249,Human,DB00135
P00740,Coagulation factor IX,F9,182609,K02402,P00740,FA9_HUMAN,,F9,F9,HGNC:3551,Human,DB00025; DB00170
Q05586,"Glutamate receptor ionotropic, NMDA 1",GRIN1,219920,D13515,Q05586,NMDZ1_HUMAN,,GRIN1,GRIN1,HGNC:4584,Human,DB00454; DB01043; DB01173; DB06151; DB08954
